locus	pop1	metric	value
MrChr3G04260	W1	pi	0.010387
MrChr3G04260	W1	TajD	-0.346898
MrChr3G07550	W1	pi	0.0291324
MrChr3G07550	W1	TajD	1.76795
MrChr3G09830	W1	pi	0.0218075
MrChr3G09830	W1	TajD	1.10343
MrChr3G10060	W1	pi	0
MrChr3G10870	W1	pi	0.00225864
MrChr3G10870	W1	TajD	-0.331548
MrChr3G11310	W1	pi	0.00832719
MrChr3G11310	W1	TajD	0.970407
MrChr3G13860	W1	pi	0.0026076
MrChr3G13860	W1	TajD	0.480279
MrChr3G20340	W1	pi	0.00447316
MrChr3G20340	W1	TajD	2.16941
MrChr3G22730	W1	pi	0.0287419
MrChr3G22730	W1	TajD	-0.524769
MrChr3G22890	W1	pi	0.000481642
MrChr3G22890	W1	TajD	-1.30101
MrChr3G25520	W1	pi	0.00297574
MrChr3G25520	W1	TajD	1.36228
MrChr3G27940	W1	pi	0.00225414
MrChr3G27940	W1	TajD	-0.00248653
MrChr3G36900	W1	pi	0.00337041
MrChr3G36900	W1	TajD	1.07936
MrChr3G37360	W1	pi	0.00153333
MrChr3G37360	W1	TajD	-0.168647
MrChr4G00170	W1	pi	0.000476903
MrChr4G00170	W1	TajD	-1.17356
MrChr4G03320	W1	pi	0.00309455
MrChr4G03320	W1	TajD	-0.0865995
MrChr4G20530	W1	pi	0.00237238
MrChr4G20530	W1	TajD	1.08898
MrChr4G22730	W1	pi	0.00576637
MrChr4G22730	W1	TajD	-0.865961
MrChr4G26950	W1	pi	0.00470846
MrChr4G26950	W1	TajD	0.552254
MrChr4G28700	W1	pi	0.00548227
MrChr4G28700	W1	TajD	-0.298181
MrChr4G29020	W1	pi	0.00819521
MrChr4G29020	W1	TajD	0.930428
MrChr5G04990	W1	pi	0.00300104
MrChr5G04990	W1	TajD	1.31338
MrChr5G05590	W1	pi	0.00285515
MrChr5G05590	W1	TajD	2.19819
MrChr5G06970	W1	pi	0.00883462
MrChr5G06970	W1	TajD	-0.106241
MrChr5G19400	W1	pi	0.00207214
MrChr5G19400	W1	TajD	-1.34834
MrChr5G21050	W1	pi	0.00346105
MrChr5G21050	W1	TajD	2.79338
MrChr5G22980	W1	pi	0.00498434
MrChr5G22980	W1	TajD	1.58882
MrChr5G23710	W1	pi	0.00516224
MrChr5G23710	W1	TajD	-0.104394
MrChr5G24190	W1	pi	0.0015698
MrChr5G24190	W1	TajD	-0.121706
MrChr5G24650	W1	pi	0.00186498
MrChr5G24650	W1	TajD	0.31476
MrChr5G26520	W1	pi	0.00416721
MrChr5G26520	W1	TajD	0.856507
MrChr5G28840	W1	pi	0
MrChr5G29810	W1	pi	0.0035551
MrChr5G29810	W1	TajD	0.978129
MrChr6G09730	W1	pi	0.00569471
MrChr6G09730	W1	TajD	0.909527
MrChr6G10990	W1	pi	0.00196758
MrChr6G10990	W1	TajD	-1.76762
MrChr6G11250	W1	pi	0.00276939
MrChr6G11250	W1	TajD	-1.05223
MrChr6G14440	W1	pi	0.00364474
MrChr6G14440	W1	TajD	-0.361263
MrChr6G16440	W1	pi	0.00149216
MrChr6G16440	W1	TajD	-1.35984
MrChr6G18290	W1	pi	0.00492593
MrChr6G18290	W1	TajD	0.00228725
MrChr6G19640	W1	pi	0.0046079
MrChr6G19640	W1	TajD	1.30105
MrChr6G24130	W1	pi	0.00962541
MrChr6G24130	W1	TajD	0.373321
MrChr6G28910	W1	pi	0.0168843
MrChr6G28910	W1	TajD	0.847176
MrChr6G29020	W1	pi	0.00237095
MrChr6G29020	W1	TajD	-0.0583454
MrChr6G29210	W1	pi	0.00282871
MrChr6G29210	W1	TajD	1.0305
MrChr6G30110	W1	pi	0.00395055
MrChr6G30110	W1	TajD	1.30176
MrChr6G30320	W1	pi	0.00083855
MrChr6G30320	W1	TajD	0.113151
MrChr6G31290	W1	pi	0.018451
MrChr6G31290	W1	TajD	0.27733
MrChr6G31740	W1	pi	0.00576783
MrChr6G31740	W1	TajD	1.66148
MrChr6G32190	W1	pi	0.00189637
MrChr6G32190	W1	TajD	1.19669
MrChr6G32580	W1	pi	0.000781331
MrChr6G32580	W1	TajD	-1.723
MrChr6G32690	W1	pi	0
MrChr6G32890	W1	pi	0
MrChr6G33900	W1	pi	0.00044056
MrChr6G33900	W1	TajD	-0.439334
MrChr6G34020	W1	pi	0.000488623
MrChr6G34020	W1	TajD	-1.93998
MrChr6G34210	W1	pi	0.00465673
MrChr6G34210	W1	TajD	1.05045
MrChr6G34660	W1	pi	0.00220215
MrChr6G34660	W1	TajD	-0.0698051
MrChr6G36390	W1	pi	0.0026365
MrChr6G36390	W1	TajD	0.442062
MrChr7G01040	W1	pi	0.00308402
MrChr7G01040	W1	TajD	0.568473
MrChr7G04130	W1	pi	0.00183519
MrChr7G04130	W1	TajD	-0.723019
MrChr7G06320	W1	pi	0.00420235
MrChr7G06320	W1	TajD	0.899871
MrChr7G07440	W1	pi	0.000763383
MrChr7G07440	W1	TajD	-1.39034
MrChr7G07540	W1	pi	0
MrChr7G08710	W1	pi	0.00578246
MrChr7G08710	W1	TajD	0.18836
MrChr7G12750	W1	pi	0.00554595
MrChr7G12750	W1	TajD	-0.733796
MrChr7G14820	W1	pi	0.00504572
MrChr7G14820	W1	TajD	0.356425
MrChr7G15070	W1	pi	0.00809798
MrChr7G15070	W1	TajD	-0.771119
MrChr7G17300	W1	pi	0.00376564
MrChr7G17300	W1	TajD	0.0655249
MrChr7G17590	W1	pi	0
MrChr7G18300	W1	pi	0.00204943
MrChr7G18300	W1	TajD	-1.07969
MrChr7G22190	W1	pi	0.00182118
MrChr7G22190	W1	TajD	0.480279
MrChr7G22310	W1	pi	0.00114013
MrChr7G22310	W1	TajD	0.354736
MrChr7G22790	W1	pi	0.0050153
MrChr7G22790	W1	TajD	0.68569
MrChr7G23930	W1	pi	0.0171932
MrChr7G23930	W1	TajD	2.38303
MrChr7G24150	W1	pi	0.00738176
MrChr7G24150	W1	TajD	-0.570975
MrChr7G26810	W1	pi	0.00563443
MrChr7G26810	W1	TajD	1.80675
MrChr7G34250	W1	pi	0.00446659
MrChr7G34250	W1	TajD	1.17197
MrChr8G00110	W1	pi	0.00725765
MrChr8G00110	W1	TajD	0.0772704
MrChr8G00210	W1	pi	0.00970438
MrChr8G00210	W1	TajD	0.845235
MrChr8G03040	W1	pi	0.00455347
MrChr8G03040	W1	TajD	-0.272973
MrChr8G03470	W1	pi	0.00166244
MrChr8G03470	W1	TajD	1.16078
MrChr8G03780	W1	pi	0.00414684
MrChr8G03780	W1	TajD	1.52534
MrChr8G07340	W1	pi	0.0013369
MrChr8G07340	W1	TajD	-1.73253
MrChr8G07440	W1	pi	0.00228127
MrChr8G07440	W1	TajD	-0.00826747
MrChr8G09390	W1	pi	0.00394331
MrChr8G09390	W1	TajD	0.617255
MrChr8G11930	W1	pi	0.00676369
MrChr8G11930	W1	TajD	1.16875
MrChr8G13540	W1	pi	0.0149197
MrChr8G13540	W1	TajD	0.332563
MrChr8G14460	W1	pi	0.00253204
MrChr8G14460	W1	TajD	1.00667
MrChr8G15450	W1	pi	0.00249432
MrChr8G15450	W1	TajD	-0.90867
MrChr8G18050	W1	pi	0.0120526
MrChr8G18050	W1	TajD	1.42224
MrChr8G18380	W1	pi	0.00466771
MrChr8G18380	W1	TajD	-0.0716918
MrChr8G20850	W1	pi	0.0192097
MrChr8G20850	W1	TajD	1.50917
MrChr8G22000	W1	pi	0
MrChr8G26220	W1	pi	0.00555505
MrChr8G26220	W1	TajD	2.01557
MrChr1G08080	W1	pi	0.00105758
MrChr1G08080	W1	TajD	-1.55124
MrChr1G09780	W1	pi	0.00511421
MrChr1G09780	W1	TajD	-0.685112
MrChr1G19170	W1	pi	0.0102415
MrChr1G19170	W1	TajD	-1.18842
MrChr1G19420	W1	pi	0.018087
MrChr1G19420	W1	TajD	-0.0241496
MrChr1G19540	W1	pi	0.00328459
MrChr1G19540	W1	TajD	-0.704189
MrChr1G20640	W1	pi	0.00732062
MrChr1G20640	W1	TajD	1.73987
MrChr1G27420	W1	pi	0.00328433
MrChr1G27420	W1	TajD	-0.670438
MrChr1G28710	W1	pi	0.00296948
MrChr1G28710	W1	TajD	0.450527
MrChr1G33490	W1	pi	0
MrChr1G33720	W1	pi	0.00395654
MrChr1G33720	W1	TajD	-0.0718893
MrChr1G34110	W1	pi	0.000759424
MrChr1G34110	W1	TajD	1.30484
MrChr1G34290	W1	pi	0.00291211
MrChr1G34290	W1	TajD	0.234902
MrChr1G35940	W1	pi	0.000401741
MrChr1G35940	W1	TajD	-1.20343
MrChr1G36170	W1	pi	0.000567003
MrChr1G36170	W1	TajD	-0.915776
MrChr2G00270	W1	pi	0.00300178
MrChr2G00270	W1	TajD	1.89278
MrChr2G07990	W1	pi	0.003722
MrChr2G07990	W1	TajD	-1.68955
MrChr2G12760	W1	pi	0.00736635
MrChr2G12760	W1	TajD	-0.490489
MrChr2G13380	W1	pi	0.0467564
MrChr2G13380	W1	TajD	1.91976
MrChr2G14980	W1	pi	0.0102818
MrChr2G14980	W1	TajD	0.383363
MrChr2G15080	W1	pi	0.00101781
MrChr2G15080	W1	TajD	-0.344116
MrChr2G15940	W1	pi	0.010244
MrChr2G15940	W1	TajD	0.485426
MrChr2G20070	W1	pi	0.00328898
MrChr2G20070	W1	TajD	0.801858
MrChr2G20720	W1	pi	0.00491595
MrChr2G20720	W1	TajD	2.70096
MrChr2G22690	W1	pi	0.0119324
MrChr2G22690	W1	TajD	1.351
MrChr2G29730	W1	pi	0.00326731
MrChr2G29730	W1	TajD	-0.118041
MrChr2G31540	W1	pi	0.00080649
MrChr2G31540	W1	TajD	-1.20229
MrChr3G00410	W1	pi	0.00306388
MrChr3G00410	W1	TajD	-1.15429
MrChr3G02340	W1	pi	0
MrChr3G07520	W1	pi	0.00416705
MrChr3G07520	W1	TajD	0.777829
MrChr3G08630	W1	pi	0.00039043
MrChr3G08630	W1	TajD	-0.65346
MrChr3G10840	W1	pi	0.00229628
MrChr3G10840	W1	TajD	-1.11029
MrChr3G11280	W1	pi	0.00217489
MrChr3G11280	W1	TajD	0.801116
MrChr3G13530	W1	pi	0.00136787
MrChr3G13530	W1	TajD	-0.189769
MrChr3G17490	W1	pi	0.0066577
MrChr3G17490	W1	TajD	0.570699
MrChr3G20580	W1	pi	0.0306647
MrChr3G20580	W1	TajD	2.96883
MrChr3G22860	W1	pi	0.00329022
MrChr3G22860	W1	TajD	-0.962301
MrChr3G24570	W1	pi	0.00530625
MrChr3G24570	W1	TajD	-0.628847
MrChr3G27600	W1	pi	0.00293218
MrChr3G27600	W1	TajD	-0.300499
MrChr3G36870	W1	pi	0.00180112
MrChr3G36870	W1	TajD	-0.91964
MrChr3G37330	W1	pi	0.00110582
MrChr3G37330	W1	TajD	-0.282534
MrChr4G00140	W1	pi	0.00128331
MrChr4G00140	W1	TajD	-1.39057
MrChr4G01860	W1	pi	0.00295453
MrChr4G01860	W1	TajD	0.627493
MrChr4G04100	W1	pi	0.0176877
MrChr4G04100	W1	TajD	-0.631625
MrChr4G16850	W1	pi	0.00350413
MrChr4G16850	W1	TajD	-1.65182
MrChr4G20600	W1	pi	0.00167971
MrChr4G20600	W1	TajD	0.484939
MrChr4G25830	W1	pi	0.00378266
MrChr4G25830	W1	TajD	2.27281
MrChr4G28200	W1	pi	0.00424607
MrChr4G28200	W1	TajD	-0.263364
MrChr4G28770	W1	pi	0.00395738
MrChr4G28770	W1	TajD	-0.882711
MrChr5G02770	W1	pi	0.000969918
MrChr5G02770	W1	TajD	-0.317969
MrChr5G05560	W1	pi	0.000458631
MrChr5G05560	W1	TajD	0.138693
MrChr5G05940	W1	pi	0.00225657
MrChr5G05940	W1	TajD	-0.537347
MrChr5G06770	W1	pi	0.00382082
MrChr5G06770	W1	TajD	1.65032
MrChr5G14460	W1	pi	0.00306944
MrChr5G14460	W1	TajD	0.127809
MrChr5G16100	W1	pi	0.00375809
MrChr5G16100	W1	TajD	-0.930983
MrChr5G19910	W1	pi	0.00338043
MrChr5G19910	W1	TajD	0.0291267
MrChr5G21690	W1	pi	0.00450062
MrChr5G21690	W1	TajD	0.424526
MrChr5G23610	W1	pi	0.00227822
MrChr5G23610	W1	TajD	-1.41721
MrChr5G23820	W1	pi	0.00834538
MrChr5G23820	W1	TajD	1.05891
MrChr5G24620	W1	pi	0.00271844
MrChr5G24620	W1	TajD	0.708863
MrChr5G26490	W1	pi	0.0049814
MrChr5G26490	W1	TajD	0.106729
MrChr5G27260	W1	pi	0.00342763
MrChr5G27260	W1	TajD	0.629021
MrChr5G29380	W1	pi	0.00336426
MrChr5G29380	W1	TajD	-1.04563
MrChr6G09270	W1	pi	0.00286081
MrChr6G09270	W1	TajD	-0.567126
MrChr6G10960	W1	pi	0.00618482
MrChr6G10960	W1	TajD	2.60065
MrChr6G13100	W1	pi	0.0259994
MrChr6G13100	W1	TajD	1.42906
MrChr6G16410	W1	pi	0.00448676
MrChr6G16410	W1	TajD	2.06024
MrChr6G18260	W1	pi	0.00181616
MrChr6G18260	W1	TajD	-1.66718
MrChr6G19610	W1	pi	0.00181513
MrChr6G19610	W1	TajD	-0.882579
MrChr6G24100	W1	pi	0.00116372
MrChr6G24100	W1	TajD	-1.18765
MrChr6G28880	W1	pi	0.0139146
MrChr6G28880	W1	TajD	0.604645
MrChr6G28980	W1	pi	0.0151935
MrChr6G28980	W1	TajD	1.61551
MrChr6G29120	W1	pi	0.00161785
MrChr6G29120	W1	TajD	-0.488981
MrChr6G30080	W1	pi	0.00130336
MrChr6G30080	W1	TajD	-1.58562
MrChr6G30290	W1	pi	0.000137287
MrChr6G30290	W1	TajD	-1.15933
MrChr6G30390	W1	pi	0.00196837
MrChr6G30390	W1	TajD	-0.493658
MrChr6G31550	W1	pi	0.00442796
MrChr6G31550	W1	TajD	-0.466495
MrChr6G32080	W1	pi	0.00168029
MrChr6G32080	W1	TajD	-0.188697
MrChr6G32550	W1	pi	0.00152124
MrChr6G32550	W1	TajD	-1.61683
MrChr6G32660	W1	pi	0.000874218
MrChr6G32660	W1	TajD	-1.30566
MrChr6G32860	W1	pi	0.00237772
MrChr6G32860	W1	TajD	-0.248438
MrChr6G32970	W1	pi	0.00414079
MrChr6G32970	W1	TajD	-0.639483
MrChr6G34110	W1	pi	0.0349825
MrChr6G34110	W1	TajD	-1.11477
MrChr6G34560	W1	pi	0.00305967
MrChr6G34560	W1	TajD	1.7618
MrChr6G36360	W1	pi	0.00220476
MrChr6G36360	W1	TajD	1.18318
MrChr7G00270	W1	pi	0.00225323
MrChr7G00270	W1	TajD	0.274205
MrChr7G02710	W1	pi	0.00502086
MrChr7G02710	W1	TajD	-0.200397
MrChr7G07240	W1	pi	0.0135716
MrChr7G07240	W1	TajD	-0.00826747
MrChr7G07510	W1	pi	0.00139976
MrChr7G07510	W1	TajD	-1.15625
MrChr7G07610	W1	pi	0.0107631
MrChr7G07610	W1	TajD	0.816911
MrChr7G09620	W1	pi	0.00121078
MrChr7G09620	W1	TajD	-0.0206281
MrChr7G14630	W1	pi	0.003125
MrChr7G14630	W1	TajD	-1.73253
MrChr7G15040	W1	pi	0.00711902
MrChr7G15040	W1	TajD	1.98489
MrChr7G15850	W1	pi	0.00559742
MrChr7G15850	W1	TajD	1.36192
MrChr7G17560	W1	pi	0.000190259
MrChr7G17560	W1	TajD	-1.15933
MrChr7G18170	W1	pi	0
MrChr7G21440	W1	pi	0.00159464
MrChr7G21440	W1	TajD	-0.847712
MrChr7G22280	W1	pi	0.00118412
MrChr7G22280	W1	TajD	0.693053
MrChr7G22700	W1	pi	0
MrChr7G22930	W1	pi	0.00156204
MrChr7G22930	W1	TajD	-0.00914596
MrChr7G24020	W1	pi	0.0160161
MrChr7G24020	W1	TajD	1.8975
MrChr7G25470	W1	pi	0.00308418
MrChr7G25470	W1	TajD	1.16264
MrChr7G26630	W1	pi	0.00372897
MrChr7G26630	W1	TajD	-0.570087
MrChr7G33420	W1	pi	0.00787586
MrChr7G33420	W1	TajD	2.02424
MrChr8G00080	W1	pi	0.00241738
MrChr8G00080	W1	TajD	0.387793
MrChr8G00180	W1	pi	0.00383279
MrChr8G00180	W1	TajD	-0.405496
MrChr8G01320	W1	pi	0.00586504
MrChr8G01320	W1	TajD	1.58806
MrChr8G03440	W1	pi	0.0209605
MrChr8G03440	W1	TajD	1.29325
MrChr8G03740	W1	pi	0
MrChr8G07310	W1	pi	0.00626784
MrChr8G07310	W1	TajD	2.37009
MrChr8G08810	W1	pi	0
MrChr8G10380	W1	pi	0.0122825
MrChr8G10380	W1	TajD	-0.483815
MrChr8G13510	W1	pi	0.00973732
MrChr8G13510	W1	TajD	-0.946978
MrChr8G13640	W1	pi	0.00395946
MrChr8G13640	W1	TajD	0.303094
MrChr8G14820	W1	pi	0
MrChr8G17680	W1	pi	0.00589398
MrChr8G17680	W1	TajD	1.54615
MrChr8G18190	W1	pi	0.00578826
MrChr8G18190	W1	TajD	-0.250207
MrChr8G21970	W1	pi	0
MrChr8G25720	W1	pi	0.00470445
MrChr8G25720	W1	TajD	0.234447
MrChr8G32300	W1	pi	0.0017132
MrChr8G32300	W1	TajD	-0.496792
MrChr1G19140	W1	pi	0.00175946
MrChr1G19140	W1	TajD	-1.35716
MrChr1G19250	W1	pi	0.00100114
MrChr1G19250	W1	TajD	-0.248438
MrChr1G20540	W1	pi	0.00453377
MrChr1G20540	W1	TajD	0.0253511
MrChr1G21250	W1	pi	0.0110355
MrChr1G21250	W1	TajD	2.01094
MrChr1G28040	W1	pi	0.00399891
MrChr1G28040	W1	TajD	0.0199498
MrChr1G28900	W1	pi	0.00430699
MrChr1G28900	W1	TajD	-1.25154
MrChr1G33560	W1	pi	0
MrChr1G33690	W1	pi	0.00323348
MrChr1G33690	W1	TajD	-0.0309913
MrChr1G33980	W1	pi	0
MrChr1G34260	W1	pi	0.00045184
MrChr1G34260	W1	TajD	0.181205
MrChr1G35910	W1	pi	0.0025341
MrChr1G35910	W1	TajD	1.21923
MrChr1G36140	W1	pi	0.00026735
MrChr1G36140	W1	TajD	-1.20229
MrChr2G00120	W1	pi	0.00242791
MrChr2G00120	W1	TajD	-0.0987515
MrChr2G07040	W1	pi	0.0106924
MrChr2G07040	W1	TajD	-0.620736
MrChr2G12390	W1	pi	0.00203439
MrChr2G12390	W1	TajD	-1.3642
MrChr2G13350	W1	pi	0.00688406
MrChr2G13350	W1	TajD	0.480279
MrChr2G14950	W1	pi	0.000841597
MrChr2G14950	W1	TajD	-1.56743
MrChr2G15050	W1	pi	0.00164499
MrChr2G15050	W1	TajD	0.821335
MrChr2G15150	W1	pi	0.00648185
MrChr2G15150	W1	TajD	-0.303208
MrChr2G15910	W1	pi	0.00963709
MrChr2G15910	W1	TajD	-0.0797569
MrChr2G16610	W1	pi	0.000833333
MrChr2G16610	W1	TajD	-1.15933
MrChr2G16820	W1	pi	0.00216601
MrChr2G16820	W1	TajD	-2.12588
MrChr2G20690	W1	pi	0.00424587
MrChr2G20690	W1	TajD	2.44577
MrChr2G22590	W1	pi	0
MrChr2G29410	W1	pi	0.00201703
MrChr2G29410	W1	TajD	-0.0781399
MrChr2G30290	W1	pi	0.00292092
MrChr2G30290	W1	TajD	-2.34221
MrChr3G00200	W1	pi	0.00466786
MrChr3G00200	W1	TajD	-0.177271
MrChr3G00480	W1	pi	0.00222567
MrChr3G00480	W1	TajD	0.474052
MrChr3G05480	W1	pi	0.000538673
MrChr3G05480	W1	TajD	-1.90068
MrChr3G07590	W1	pi	0.000881356
MrChr3G07590	W1	TajD	-2.17857
MrChr3G10450	W1	pi	0
MrChr3G11150	W1	pi	0
MrChr3G13340	W1	pi	0.00194569
MrChr3G13340	W1	TajD	0.225742
MrChr3G20550	W1	pi	0.00570207
MrChr3G20550	W1	TajD	1.84078
MrChr3G22770	W1	pi	0.0054504
MrChr3G22770	W1	TajD	1.73596
MrChr3G23520	W1	pi	0.0038931
MrChr3G23520	W1	TajD	-0.182956
MrChr3G27570	W1	pi	0.00195392
MrChr3G27570	W1	TajD	2.079
MrChr3G29040	W1	pi	0.00616302
MrChr3G29040	W1	TajD	2.06392
MrChr3G36940	W1	pi	0.00300063
MrChr3G36940	W1	TajD	0.304986
MrChr4G00110	W1	pi	0.00186924
MrChr4G00110	W1	TajD	-1.58386
MrChr4G01830	W1	pi	0.00497849
MrChr4G01830	W1	TajD	-0.0296699
MrChr4G04070	W1	pi	0.00471105
MrChr4G04070	W1	TajD	-0.0728592
MrChr4G16500	W1	pi	0.00216663
MrChr4G16500	W1	TajD	1.02682
MrChr4G20570	W1	pi	0.00506259
MrChr4G20570	W1	TajD	1.08151
MrChr4G23290	W1	pi	0.00289749
MrChr4G23290	W1	TajD	0.315824
MrChr4G27500	W1	pi	0.00334184
MrChr4G27500	W1	TajD	1.67479
MrChr4G28740	W1	pi	0.00327899
MrChr4G28740	W1	TajD	-0.462022
MrChr4G29340	W1	pi	0.000199076
MrChr4G29340	W1	TajD	-1.04056
MrChr5G05530	W1	pi	0.000991293
MrChr5G05530	W1	TajD	-2.26901
MrChr5G05650	W1	pi	0.000748477
MrChr5G05650	W1	TajD	-0.545922
MrChr5G06740	W1	pi	0
MrChr5G09110	W1	pi	0.0104913
MrChr5G09110	W1	TajD	2.50628
MrChr5G16070	W1	pi	0.000722723
MrChr5G16070	W1	TajD	-0.802337
MrChr5G19800	W1	pi	0.00308839
MrChr5G19800	W1	TajD	-0.206365
MrChr5G21520	W1	pi	0.0242902
MrChr5G21520	W1	TajD	-0.0403377
MrChr5G23580	W1	pi	0.00305565
MrChr5G23580	W1	TajD	0.289228
MrChr5G23750	W1	pi	0.0022541
MrChr5G23750	W1	TajD	0.60356
MrChr5G24590	W1	pi	0.0108696
MrChr5G24590	W1	TajD	-0.13305
MrChr5G25340	W1	pi	0.00353525
MrChr5G25340	W1	TajD	-1.65354
MrChr5G27120	W1	pi	0.00606112
MrChr5G27120	W1	TajD	1.30759
MrChr5G29270	W1	pi	0.000695251
MrChr5G29270	W1	TajD	-0.314551
MrChr5G30250	W1	pi	0.0047456
MrChr5G30250	W1	TajD	0.843657
MrChr6G10930	W1	pi	0.00284989
MrChr6G10930	W1	TajD	1.9167
MrChr6G11190	W1	pi	0.00379866
MrChr6G11190	W1	TajD	0.832905
MrChr6G11520	W1	pi	0.0058312
MrChr6G11520	W1	TajD	1.55282
MrChr6G15980	W1	pi	0.00251316
MrChr6G15980	W1	TajD	-0.238068
MrChr6G18230	W1	pi	0.00265552
MrChr6G18230	W1	TajD	-1.25096
MrChr6G18510	W1	pi	0.00202062
MrChr6G18510	W1	TajD	2.14185
MrChr6G23290	W1	pi	0.000298151
MrChr6G23290	W1	TajD	-1.51469
MrChr6G28950	W1	pi	0.00731286
MrChr6G28950	W1	TajD	0.372906
MrChr6G29060	W1	pi	0.0048894
MrChr6G29060	W1	TajD	-0.235296
MrChr6G29250	W1	pi	0.00173072
MrChr6G29250	W1	TajD	-1.77516
MrChr6G30260	W1	pi	0.00224057
MrChr6G30260	W1	TajD	-0.0591172
MrChr6G30360	W1	pi	0.00126989
MrChr6G30360	W1	TajD	-0.626698
MrChr6G31330	W1	pi	0.00598149
MrChr6G31330	W1	TajD	0.145989
MrChr6G32050	W1	pi	0.00188358
MrChr6G32050	W1	TajD	-1.66676
MrChr6G32520	W1	pi	0.00145901
MrChr6G32520	W1	TajD	-1.27682
MrChr6G32630	W1	pi	0.00404852
MrChr6G32630	W1	TajD	-0.882579
MrChr6G32930	W1	pi	0
MrChr6G33960	W1	pi	0.00203579
MrChr6G33960	W1	TajD	-2.08126
MrChr6G34080	W1	pi	0.0164649
MrChr6G34080	W1	TajD	-1.2451
MrChr6G34480	W1	pi	9.52E-05
MrChr6G34480	W1	TajD	-1.15933
MrChr6G36330	W1	pi	0.00153427
MrChr6G36330	W1	TajD	-0.0990183
MrChr6G36890	W1	pi	0.00220143
MrChr6G36890	W1	TajD	0.438021
MrChr7G02680	W1	pi	0.0101813
MrChr7G02680	W1	TajD	1.24868
MrChr7G05190	W1	pi	0.00123845
MrChr7G05190	W1	TajD	-1.98296
MrChr7G06530	W1	pi	0.010352
MrChr7G06530	W1	TajD	1.33665
MrChr7G07480	W1	pi	0.000676939
MrChr7G07480	W1	TajD	-1.42793
MrChr7G07580	W1	pi	0.0031821
MrChr7G07580	W1	TajD	0.179761
MrChr7G09040	W1	pi	0
MrChr7G14070	W1	pi	0.00158804
MrChr7G14070	W1	TajD	-0.666743
MrChr7G15010	W1	pi	0.00102947
MrChr7G15010	W1	TajD	-0.597955
MrChr7G15710	W1	pi	0.0020089
MrChr7G15710	W1	TajD	0.741889
MrChr7G17490	W1	pi	0.012303
MrChr7G17490	W1	TajD	1.57084
MrChr7G17640	W1	pi	0.00263223
MrChr7G17640	W1	TajD	-0.0445065
MrChr7G21410	W1	pi	0.00303623
MrChr7G21410	W1	TajD	1.26935
MrChr7G22250	W1	pi	0.00199771
MrChr7G22250	W1	TajD	-0.0340593
MrChr7G22830	W1	pi	0.00914032
MrChr7G22830	W1	TajD	0.897913
MrChr7G23970	W1	pi	0.0285049
MrChr7G23970	W1	TajD	1.29296
MrChr7G25430	W1	pi	0.0331661
MrChr7G25430	W1	TajD	1.02682
MrChr7G26600	W1	pi	0.00117146
MrChr7G26600	W1	TajD	1.07003
MrChr7G29080	W1	pi	0.00285866
MrChr7G29080	W1	TajD	-1.34178
MrChr8G00050	W1	pi	0.00249318
MrChr8G00050	W1	TajD	-0.163169
MrChr8G00150	W1	pi	0.00347814
MrChr8G00150	W1	TajD	0.762387
MrChr8G03410	W1	pi	0.0164875
MrChr8G03410	W1	TajD	1.95328
MrChr8G03510	W1	pi	0.00240562
MrChr8G03510	W1	TajD	-0.244274
MrChr8G07280	W1	pi	0.00111913
MrChr8G07280	W1	TajD	0.138693
MrChr8G07380	W1	pi	0.00425409
MrChr8G07380	W1	TajD	-0.27407
MrChr8G10350	W1	pi	0.00678996
MrChr8G10350	W1	TajD	0.0959164
MrChr8G12810	W1	pi	0.00132738
MrChr8G12810	W1	TajD	-0.210168
MrChr8G13580	W1	pi	0.00229738
MrChr8G13580	W1	TajD	-1.11783
MrChr8G14670	W1	pi	0.000867912
MrChr8G14670	W1	TajD	-0.248438
MrChr8G17330	W1	pi	0.00475254
MrChr8G17330	W1	TajD	0.58371
MrChr8G18160	W1	pi	0
MrChr8G19840	W1	pi	0.00122838
MrChr8G19840	W1	TajD	0.510133
MrChr8G20890	W1	pi	0.00214449
MrChr8G20890	W1	TajD	0.106633
MrChr8G23620	W1	pi	0.00437188
MrChr8G23620	W1	TajD	1.97887
MrChr8G26680	W1	pi	0.00402428
MrChr8G26680	W1	TajD	-0.890793
MrChr1G08100	W1	pi	0.00335089
MrChr1G08100	W1	TajD	1.08806
MrChr1G10600	W1	pi	0
MrChr1G19190	W1	pi	0.012291
MrChr1G19190	W1	TajD	-0.517106
MrChr1G19440	W1	pi	0.0211541
MrChr1G19440	W1	TajD	1.28306
MrChr1G19700	W1	pi	0.0045594
MrChr1G19700	W1	TajD	-0.965212
MrChr1G20470	W1	pi	0.00702511
MrChr1G20470	W1	TajD	-0.385187
MrChr1G20800	W1	pi	0.00218329
MrChr1G20800	W1	TajD	-1.18539
MrChr1G27500	W1	pi	0
MrChr1G28730	W1	pi	0.0150104
MrChr1G28730	W1	TajD	-0.541428
MrChr1G33510	W1	pi	0.0101513
MrChr1G33510	W1	TajD	1.19423
MrChr1G33740	W1	pi	0.00255395
MrChr1G33740	W1	TajD	-1.96552
MrChr1G34200	W1	pi	0.00138702
MrChr1G34200	W1	TajD	-1.35812
MrChr1G34310	W1	pi	0.00121299
MrChr1G34310	W1	TajD	-0.686393
MrChr1G35960	W1	pi	0.00815896
MrChr1G35960	W1	TajD	-0.362228
